path,class,kind,pdfPage,title,status,destination,indexable,sitemap,search,navigation,claims,note
/developers/approval-api,LIVE,page,267,Approval API,200,,true,true,true,false,,
/developers/approval-requested-webhook,HELD,held-page,271,Approval Requested Webhook,307,/developers/webhook-automation,false,false,false,false,webhook-events,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/developers/asset-comments-api,LIVE,page,266,Asset Comments API,200,,true,true,true,false,,
/developers/asset-created-webhook,HELD,held-page,269,Asset Created Webhook,307,/developers/webhook-automation,false,false,false,false,webhook-events,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/developers/asset-metadata-api,LIVE,page,264,Asset Metadata API,200,,true,true,true,false,,
/developers/asset-search-api,LIVE,page,263,Asset Search API,200,,true,true,true,true,,
/developers/asset-tags-api,LIVE,page,265,Asset Tags API,200,,true,true,true,false,,
/developers/asset-upload-api,LIVE,page,262,Asset Upload API,200,,true,true,true,true,,
/developers/billing-events,HELD,held-page,272,Billing Events,307,/developers/webhook-automation,false,false,false,false,webhook-events,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/developers/comment-added-webhook,HELD,held-page,270,Comment Added Webhook,307,/developers/webhook-automation,false,false,false,false,webhook-events,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/developers/custom-asset-applications,LIVE,page,279,Custom Asset Applications,200,,true,true,true,false,,
/developers/developer-api,LIVE,page,255,Developer API,200,,true,true,true,false,,
/developers/developer-authentication,LIVE,page,275,Developer Authentication,200,,true,true,true,false,,
/developers/developer-automation,LIVE,page,278,Developer Automation,200,,true,true,true,true,,
/developers/developer-playground,HELD,held-page,258,Developer Playground,307,/developers/api,false,false,false,false,developer-playground,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/developers/openapi-specification,HELD,held-page,274,OpenAPI Specification,307,/developers/api,false,false,false,false,openapi,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/developers/rest-api,LIVE,page,253,REST API,200,,true,true,true,true,,
/developers/sdk-support,HELD,held-page,259,SDK Support,307,/developers/api,false,false,false,false,openapi sdks,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/developers/webhook-automation,LIVE,page,257,Webhook Automation,200,,true,true,true,true,,
/developers/webhook-events,SAFE-LIVE,page,268,Webhook Events,200,,true,true,true,false,webhook-events,Published with verified context only.
/developers/webhooks,SAFE-LIVE,page,252,Webhooks,200,,true,true,true,false,webhook-events,Published with verified context only.
/faq,LIVE,hub,,FAQs,200,,true,true,true,true,,
/faq/can-getsibu-integrate-with-existing-tools,SAFE-LIVE,page,390,Can GetSibu Integrate With Existing Tools?,200,,true,true,true,false,storage-sources slack zapier frame-io figma adobe-premiere-after-effects,Published with verified context only.
/faq/can-getsibu-search-inside-documents,LIVE,page,384,Can GetSibu Search Inside Documents?,200,,true,true,true,false,,
/faq/does-getsibu-have-an-api,LIVE,page,388,Does GetSibu Have an API?,200,,true,true,true,true,,
/faq/does-getsibu-support-ai-tagging,LIVE,page,383,Does GetSibu Support AI Tagging?,200,,true,true,true,false,,
/faq/does-getsibu-support-multiple-clients,LIVE,page,387,Does GetSibu Support Multiple Clients?,200,,true,true,true,false,,
/faq/does-getsibu-support-sso,HELD,held-page,389,Does GetSibu Support SSO?,307,/security,false,false,false,false,sso-scim pricing-tiers,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/faq/does-getsibu-support-versioning,LIVE,page,386,Does GetSibu Support Versioning?,200,,true,true,true,false,,
/faq/does-getsibu-support-video-comments,LIVE,page,385,Does GetSibu Support Video Comments?,200,,true,true,true,false,,
/faq/what-is-getsibu,LIVE,page,381,What Is GetSibu?,200,,true,true,true,true,,
/faq/who-is-getsibu-for,LIVE,page,382,Who Is GetSibu For?,200,,true,true,true,true,,
/features,LIVE,hub,,Features,200,,true,true,true,true,,
/features/advanced-media-filters,LIVE,page,19,Advanced Media Filters,200,,true,true,true,false,,
/features/agency-collaboration,LIVE,page,84,Agency Collaboration,200,,true,true,true,false,,
/features/ai,LIVE,hub,,AI Features,200,,true,true,true,true,,
/features/ai-asset-classification,LIVE,page,42,AI Asset Classification,200,,true,true,true,false,,
/features/ai-asset-discovery,LIVE,page,12,AI Asset Discovery,200,,true,true,true,false,,
/features/ai-asset-intelligence,LIVE,page,58,AI Asset Intelligence,200,,true,true,true,false,,
/features/ai-asset-recommendations,SAFE-LIVE,page,56,AI Asset Recommendations,200,,true,true,true,false,auto-collections,Published with verified context only.
/features/ai-assisted-tagging,LIVE,page,31,AI-Assisted Tagging,200,,true,true,true,true,,
/features/ai-auto-collections,HELD,held-page,41,AI Auto Collections,307,/features/ai-library-organisation,false,false,false,false,auto-collections,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/features/ai-colour-detection,LIVE,page,36,AI Colour Detection,200,,true,true,true,false,,
/features/ai-creative-intelligence,LIVE,page,44,AI Creative Intelligence,200,,true,true,true,false,,
/features/ai-creative-operations,LIVE,page,59,AI Creative Operations,200,,true,true,true,false,,
/features/ai-creative-search,LIVE,page,49,AI Creative Search,200,,true,true,true,false,,
/features/ai-creative-workflow,LIVE,page,54,AI Creative Workflow,200,,true,true,true,false,,
/features/ai-document-discovery,LIVE,page,53,AI Document Discovery,200,,true,true,true,false,,
/features/ai-duplicate-detection,LIVE,page,40,AI Duplicate Detection,200,,true,true,true,true,,
/features/ai-face-grouping,HELD,held-page,37,AI Face Grouping,307,/features/practical-ai-for-creative-teams,false,false,false,false,face-grouping,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/features/ai-library-organisation,LIVE,page,57,AI Library Organisation,200,,true,true,true,false,,
/features/ai-media-automation,LIVE,page,55,AI Media Automation,200,,true,true,true,false,,
/features/ai-media-indexing,LIVE,page,50,AI Media Indexing,200,,true,true,true,false,,
/features/ai-media-understanding,LIVE,page,43,AI Media Understanding,200,,true,true,true,false,,
/features/ai-mood-detection,LIVE,page,35,AI Mood Detection,200,,true,true,true,false,,
/features/ai-object-detection,LIVE,page,34,AI Object Detection,200,,true,true,true,false,,
/features/ai-ocr,LIVE,page,38,AI OCR,200,,true,true,true,true,,
/features/ai-powered-asset-management,LIVE,page,45,AI-Powered Asset Management,200,,true,true,true,false,,
/features/ai-powered-image-discovery,LIVE,page,52,AI-Powered Image Discovery,200,,true,true,true,false,,
/features/ai-powered-video-discovery,SAFE-LIVE,page,51,AI-Powered Video Discovery,200,,true,true,true,false,scene-detection,Published with verified context only.
/features/ai-scene-detection,HELD,held-page,33,AI Scene Detection,307,/features/practical-ai-for-creative-teams,false,false,false,false,scene-detection,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/features/ai-semantic-search,LIVE,page,39,AI Semantic Search,200,,true,true,true,false,,
/features/ai-tag-approval,LIVE,page,47,AI Tag Approval,200,,true,true,true,true,,
/features/ai-tag-confidence,LIVE,page,46,AI Tag Confidence,200,,true,true,true,false,,
/features/ai-tag-override,LIVE,page,48,AI Tag Override,200,,true,true,true,false,,
/features/ai-vision-analysis,SAFE-LIVE,page,32,AI Vision Analysis,200,,true,true,true,false,scene-detection,Published with verified context only.
/features/approval-history,LIVE,page,77,Approval History,200,,true,true,true,false,,
/features/approved-asset-library,LIVE,page,103,Approved Asset Library,200,,true,true,true,true,,
/features/asset-activity,LIVE,page,118,Asset Activity,200,,true,true,true,false,,
/features/asset-approval,LIVE,page,68,Asset Approval,200,,true,true,true,false,,
/features/asset-archiving,LIVE,page,108,Asset Archiving,200,,true,true,true,false,,
/features/asset-attribution,LIVE,page,116,Asset Attribution,200,,true,true,true,false,,
/features/asset-audit-trail,LIVE,page,119,Asset Audit Trail,200,,true,true,true,true,,
/features/asset-comments,LIVE,page,62,Asset Comments,200,,true,true,true,false,,
/features/asset-deletion,LIVE,page,109,Asset Deletion,200,,true,true,true,false,,
/features/asset-discovery-workflow,LIVE,page,30,Asset Discovery Workflow,200,,true,true,true,false,,
/features/asset-discussion-history,LIVE,page,75,Asset Discussion History,200,,true,true,true,false,,
/features/asset-history,LIVE,page,117,Asset History,200,,true,true,true,false,,
/features/asset-lifecycle-management,LIVE,page,101,Asset Lifecycle Management,200,,true,true,true,false,,
/features/asset-management,LIVE,hub,,Versioning & Asset Management,200,,true,true,true,true,,
/features/asset-mentions,LIVE,page,86,Asset Mentions,200,,true,true,true,false,,
/features/asset-metadata-search,LIVE,page,23,Asset Metadata Search,200,,true,true,true,false,,
/features/asset-ownership,LIVE,page,115,Asset Ownership,200,,true,true,true,false,,
/features/asset-quality-management,LIVE,page,113,Asset Quality Management,200,,true,true,true,false,,
/features/asset-recovery,LIVE,page,110,Asset Recovery,200,,true,true,true,false,,
/features/asset-replacement,LIVE,page,93,Asset Replacement,200,,true,true,true,false,,
/features/asset-status-management,LIVE,page,102,Asset Status Management,200,,true,true,true,false,,
/features/asset-usage-tracking,LIVE,page,106,Asset Usage Tracking,200,,true,true,true,false,,
/features/brand-asset-approval,LIVE,page,71,Brand Asset Approval,200,,true,true,true,false,,
/features/brand-collaboration,LIVE,page,83,Brand Collaboration,200,,true,true,true,false,,
/features/brand-guardrail-tags,LIVE,page,105,Brand Guardrail Tags,200,,true,true,true,false,,
/features/campaign-asset-versioning,LIVE,page,96,Campaign Asset Versioning,200,,true,true,true,false,,
/features/campaign-review,LIVE,page,70,Campaign Review,200,,true,true,true,false,,
/features/client-review,LIVE,page,72,Client Review,200,,true,true,true,false,,
/features/collaboration,LIVE,hub,,Collaboration,200,,true,true,true,true,,
/features/collaborative-asset-review,LIVE,page,87,Collaborative Asset Review,200,,true,true,true,false,,
/features/complete-asset-management,LIVE,page,120,Complete Asset Management,200,,true,true,true,false,,
/features/creative-approval-management,LIVE,page,89,Creative Approval Management,200,,true,true,true,false,,
/features/creative-approval-workflow,LIVE,page,67,Creative Approval Workflow,200,,true,true,true,true,,
/features/creative-asset-governance,LIVE,page,114,Creative Asset Governance,200,,true,true,true,false,,
/features/creative-asset-indexing,LIVE,page,21,Creative Asset Indexing,200,,true,true,true,false,,
/features/creative-asset-lifecycle,LIVE,page,107,Creative Asset Lifecycle,200,,true,true,true,false,,
/features/creative-asset-search,LIVE,page,11,Creative Asset Search,200,,true,true,true,true,,
/features/creative-asset-versioning,LIVE,page,91,Creative Asset Versioning,200,,true,true,true,true,,
/features/creative-feedback-management,LIVE,page,74,Creative Feedback Management,200,,true,true,true,false,,
/features/creative-file-discovery,LIVE,page,24,Creative File Discovery,200,,true,true,true,false,,
/features/creative-file-history,LIVE,page,95,Creative File History,200,,true,true,true,false,,
/features/creative-library-maintenance,LIVE,page,111,Creative Library Maintenance,200,,true,true,true,false,,
/features/creative-library-navigation,LIVE,page,29,Creative Library Navigation,200,,true,true,true,false,,
/features/creative-review,LIVE,page,69,Creative Review,200,,true,true,true,false,,
/features/creative-revision-tracking,LIVE,page,100,Creative Revision Tracking,200,,true,true,true,false,,
/features/creative-team-collaboration,LIVE,page,61,Creative Team Collaboration,200,,true,true,true,false,,
/features/creative-team-communication,LIVE,page,85,Creative Team Communication,200,,true,true,true,false,,
/features/creative-team-workspace,LIVE,page,90,Creative Team Workspace,200,,true,true,true,false,,
/features/creative-workflow-management,LIVE,page,80,Creative Workflow Management,200,,true,true,true,false,,
/features/document-version-management,LIVE,page,99,Document Version Management,200,,true,true,true,false,,
/features/duplicate-asset-management,LIVE,page,112,Duplicate Asset Management,200,,true,true,true,false,,
/features/expiring-creative-assets,LIVE,page,104,Expiring Creative Assets,200,,true,true,true,false,,
/features/fast-asset-discovery,SAFE-LIVE,page,20,Fast Asset Discovery,200,,true,true,true,false,sub-second-search,Published with verified context only.
/features/file-version-history,LIVE,page,92,File Version History,200,,true,true,true,false,,
/features/frame-accurate-review,LIVE,page,65,Frame-Accurate Review,200,,true,true,true,false,,
/features/image-version-management,LIVE,page,98,Image Version Management,200,,true,true,true,false,,
/features/marketing-collaboration,LIVE,page,82,Marketing Collaboration,200,,true,true,true,false,,
/features/media-metadata-management,LIVE,page,22,Media Metadata Management,200,,true,true,true,false,,
/features/media-search-platform,LIVE,page,13,Media Search Platform,200,,true,true,true,false,,
/features/natural-language-asset-search,LIVE,page,18,Natural Language Asset Search,200,,true,true,true,false,,
/features/ocr-powered-asset-search,LIVE,page,15,OCR-Powered Asset Search,200,,true,true,true,true,,
/features/practical-ai-for-creative-teams,LIVE,page,60,Practical AI for Creative Teams,200,,true,true,true,false,,
/features/production-collaboration,LIVE,page,81,Production Collaboration,200,,true,true,true,false,,
/features/remote-creative-collaboration,LIVE,page,88,Remote Creative Collaboration,200,,true,true,true,false,,
/features/review-status,LIVE,page,76,Review Status,200,,true,true,true,false,,
/features/saved-asset-searches,LIVE,page,17,Saved Asset Searches,200,,true,true,true,true,,
/features/search-across-creative-libraries,LIVE,page,16,Search Across Creative Libraries,200,,true,true,true,false,,
/features/search-and-discovery,LIVE,hub,,Search & Discovery,200,,true,true,true,true,,
/features/searchable-audio-library,LIVE,page,28,Searchable Audio Library,200,,true,true,true,false,,
/features/searchable-document-library,LIVE,page,27,Searchable Document Library,200,,true,true,true,false,,
/features/searchable-image-library,LIVE,page,26,Searchable Image Library,200,,true,true,true,false,,
/features/searchable-video-library,LIVE,page,25,Searchable Video Library,200,,true,true,true,false,,
/features/semantic-creative-search,LIVE,page,14,Semantic Creative Search,200,,true,true,true,true,,
/features/shared-creative-views,LIVE,page,79,Shared Creative Views,200,,true,true,true,false,,
/features/team-asset-sharing,LIVE,page,78,Team Asset Sharing,200,,true,true,true,false,,
/features/team-feedback,LIVE,page,73,Team Feedback,200,,true,true,true,false,,
/features/team-mentions,LIVE,page,66,Team Mentions,200,,true,true,true,false,,
/features/threaded-comments,LIVE,page,63,Threaded Comments,200,,true,true,true,true,,
/features/version-restore,LIVE,page,94,Version Restore,200,,true,true,true,false,,
/features/video-timeline-comments,LIVE,page,64,Video Timeline Comments,200,,true,true,true,true,,
/features/video-version-management,LIVE,page,97,Video Version Management,200,,true,true,true,false,,
/get-started,LIVE,page,391,Start Your Creative Library,200,,true,true,true,true,,
/get-started/bring-order-to-creative-chaos,LIVE,page,399,Bring Order to Creative Chaos,200,,true,true,true,false,,
/get-started/bring-your-creative-assets-together,LIVE,page,392,Bring Your Creative Assets Together,200,,true,true,true,false,,
/get-started/build-a-smarter-creative-workflow,LIVE,page,396,Build a Smarter Creative Workflow,200,,true,true,true,false,,
/get-started/future-of-creative-asset-management,LIVE,page,400,The Future of Creative Asset Management,200,,true,true,true,false,,
/get-started/give-your-creative-team-one-source-of-truth,LIVE,page,395,Give Your Creative Team One Source of Truth,200,,true,true,true,false,,
/get-started/make-every-asset-discoverable,LIVE,page,394,Make Every Asset Discoverable,200,,true,true,true,false,,
/get-started/scale-your-creative-library,LIVE,page,397,Scale Your Creative Library,200,,true,true,true,false,,
/get-started/stop-searching-through-folders,LIVE,page,393,Stop Searching Through Folders,200,,true,true,true,false,,
/get-started/turn-your-asset-library-into-intelligence,SAFE-LIVE,page,398,Turn Your Asset Library Into Intelligence,200,,true,true,true,false,scene-detection face-grouping,Published with verified context only.
/integrations,LIVE,page,241,GetSibu Integrations,200,,true,true,true,true,,
/integrations/adobe-after-effects,HELD,held-page,249,Adobe After Effects Integration,307,/integrations/custom-integrations,false,false,false,false,adobe-premiere-after-effects,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/integrations/adobe-premiere-pro,HELD,held-page,248,Adobe Premiere Pro Integration,307,/integrations/custom-integrations,false,false,false,false,adobe-premiere-after-effects,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/integrations/aws-s3,REDIRECT,merged-alias,245,AWS S3 Integration,307,/storage/centralised-media-storage,false,false,false,false,storage-sources,Merged PDF duplicate whose canonical page is held: temporarily skips to verified context.
/integrations/custom-integrations,LIVE,page,260,Custom Integrations,200,,true,true,true,true,,
/integrations/dropbox,REDIRECT,merged-alias,243,Dropbox Integration,307,/storage/centralised-media-storage,false,false,false,false,storage-sources,Merged PDF duplicate whose canonical page is held: temporarily skips to verified context.
/integrations/figma,HELD,held-page,247,Figma Integration,307,/integrations/custom-integrations,false,false,false,false,figma,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/integrations/frame-io,HELD,held-page,250,Frame.io Integration,307,/integrations/custom-integrations,false,false,false,false,frame-io,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/integrations/google-drive,REDIRECT,merged-alias,242,Google Drive Integration,307,/storage/centralised-media-storage,false,false,false,false,storage-sources,Merged PDF duplicate whose canonical page is held: temporarily skips to verified context.
/integrations/onedrive,REDIRECT,merged-alias,244,OneDrive Integration,307,/storage/centralised-media-storage,false,false,false,false,storage-sources,Merged PDF duplicate whose canonical page is held: temporarily skips to verified context.
/integrations/slack,HELD,held-page,246,Slack Integration,307,/developers/webhook-automation,false,false,false,false,slack,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/integrations/zapier,HELD,held-page,251,Zapier Integration,307,/developers/webhook-automation,false,false,false,false,zapier,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/migration,LIVE,page,281,Migrate to GetSibu,200,,true,true,true,true,,
/migration/bulk-import,LIVE,page,291,Bulk Import,200,,true,true,true,false,,
/migration/creative-data-migration,LIVE,page,288,Creative Data Migration,200,,true,true,true,false,,
/migration/creative-library-migration,LIVE,page,282,Creative Library Migration,200,,true,true,true,false,,
/migration/creative-team-migration,LIVE,page,298,Creative Team Migration,200,,true,true,true,false,,
/migration/dam-implementation,LIVE,page,299,DAM Implementation,200,,true,true,true,false,,
/migration/dam-migration-strategy,LIVE,page,289,DAM Migration Strategy,200,,true,true,true,true,,
/migration/dam-onboarding,SAFE-LIVE,page,297,DAM Onboarding,200,,true,true,true,false,onboarding-assistance,Published with verified context only.
/migration/digital-asset-migration-planning,LIVE,page,290,Digital Asset Migration Planning,200,,true,true,true,false,,
/migration/dropbox-migration,HELD,held-page,284,Dropbox Migration,307,/migration,false,false,false,false,storage-sources,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/migration/folder-structure-migration,LIVE,page,287,Folder Structure Migration,200,,true,true,true,false,,
/migration/google-drive-migration,HELD,held-page,283,Google Drive Migration,307,/migration,false,false,false,false,storage-sources,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/migration/metadata-migration,LIVE,page,286,Metadata Migration,200,,true,true,true,true,,
/migration/migration-folder-mapping,LIVE,page,294,Migration Folder Mapping,200,,true,true,true,false,,
/migration/migration-metadata-preservation,LIVE,page,293,Migration Metadata Preservation,200,,true,true,true,false,,
/migration/migration-permission-mapping,SAFE-LIVE,page,295,Migration Permission Mapping,200,,true,true,true,false,permission-translation,Published with verified context only.
/migration/migration-support,LIVE,page,300,GetSibu Migration Support,200,,true,true,true,false,,
/migration/migration-verification,LIVE,page,296,Migration Verification,200,,true,true,true,true,,
/migration/migration-without-downtime,LIVE,page,292,Migration Without Downtime,200,,true,true,true,false,,
/migration/s3-migration,HELD,held-page,285,S3 Migration,307,/migration,false,false,false,false,storage-sources,Title states an unconfirmed claim; republished when the claim is confirmed in claims.ts.
/permissions,LIVE,hub,,Permissions & Multi-Tenancy,200,,true,true,true,true,,
/permissions/access-history,LIVE,page,171,Access History,200,,true,true,true,false,,
/permissions/agency-asset-management,LIVE,page,168,Agency Asset Management,200,,true,true,true,false,,
/permissions/agency-multi-tenancy,LIVE,page,162,Agency Multi-Tenancy,200,,true,true,true,false,,
/permissions/client-asset-isolation,LIVE,page,167,Client Asset Isolation,200,,true,true,true,false,,
/permissions/client-tenant-isolation,LIVE,page,161,Client Tenant Isolation,200,,true,true,true,true,,
/permissions/client-workspace-access,LIVE,page,177,Client Workspace Access,200,,true,true,true,false,,
/permissions/creative-access-governance,LIVE,page,159,Creative Access Governance,200,,true,true,true,false,,
/permissions/creative-asset-permissions,LIVE,page,151,Creative Asset Permissions,200,,true,true,true,false,,
/permissions/creative-security-controls,LIVE,page,174,Creative Security Controls,200,,true,true,true,false,,
/permissions/default-deny-access,LIVE,page,154,Default-Deny Access,200,,true,true,true,true,,
/permissions/department-access,LIVE,page,176,Department Access,200,,true,true,true,false,,
/permissions/editor-permissions,LIVE,page,156,Editor Permissions,200,,true,true,true,false,,
/permissions/enterprise-asset-governance,LIVE,page,179,Enterprise Asset Governance,200,,true,true,true,false,,
/permissions/enterprise-permissions,LIVE,page,169,Enterprise Permissions,200,,true,true,true,false,,
/permissions/folder-access-maps,LIVE,page,173,Folder Access Maps,200,,true,true,true,false,,
/permissions/folder-level-permissions,LIVE,page,152,Folder-Level Permissions,200,,true,true,true,true,,
/permissions/individual-permissions,LIVE,page,157,Individual Permissions,200,,true,true,true,false,,
/permissions/manager-permissions,LIVE,page,155,Manager Permissions,200,,true,true,true,false,,
/permissions/multi-tenant-digital-asset-management,LIVE,page,160,Multi-Tenant Digital Asset Management,200,,true,true,true,false,,
